Easting,Northing
523910,181390
528520,177940
525360,178040
525360,178040
527560,179350
526930,177480
526540,177270
526440,177450
523720,181390
526900,177860
526140,178440
526090,177600
526090,177600
524200,181240
524570,179000
523110,181640
526030,178410
526030,177530
525320,180450
525530,179570
526060,177570
526790,178890
526470,179130
526060,179670
525590,178180
526380,178190
524730,179100
524450,180130
525940,177790
523770,181140
526060,177640
523790,182040
525920,177350
526890,178940
526920,177490
526920,177490
525410,180090
526980,179020
524500,179190
525890,179710
528000,178630
526780,178980
526790,178820
526280,177790
526280,177790
526280,177790
526300,177520
527390,179300
527840,179410
526940,177470
526800,178820
524360,181190
523910,182300
524720,179110
523600,181970
525710,179680
526990,178540
526990,178540
525670,178790
526790,178920
526830,178380
526930,177490
524350,179360
525310,178410
526920,177490
527890,179190
525660,178070
525660,178070
525660,178070
523970,180030
525150,179280
527550,179440
525550,178570
525460,179950
524230,181510
526090,177600
526090,177590
526090,177590
525520,180530
527810,178680
524080,181890
528540,177940
528560,177940
527440,179340
528540,177940
525760,180570
528130,178350
528420,178070
525680,180560
525680,180560
528130,178350
525760,180570
528130,178350
528540,177940
528420,178070
525680,180560
525740,180570
525670,180560
528420,178070
525760,180570
523810,181150
523690,182590
523650,182600
523650,182600
523650,182600
523770,182550
537610,194890
539660,187610
535840,189410
538550,190250
536510,188630
538940,188728
537890,187430
538060,190140
539420,187250
537200,187710
539152,185632
537750,196040
539480,190820
539480,190820
538420,188660
537619,189765
537401,188830
536950,193540
539520,190380
537550,186220
537550,186220
537550,186220
537550,186220
539652,187611
539546,187510
539546,187510
537590,189300
537590,189300
536412,186978
537459,191107
537459,191107
538920,186490
537760,186040
539220,189740
537750,187200
538350,190930
537460,191232
537460,191232
537460,191232
538153,188432
538153,188432
536030,186960
536030,186960
537860,188230
538800,194070
537770,189350
535340,188420
538390,185840
538390,185840
537800,188130
537800,188130
538180,194460
537250,188997
536588,188326
537880,189430
536480,188160
539010,185620
538780,191910
536570,188480
537970,188010
537410,191730
535840,189410
539440,187310
539440,187310
537710,195720
537330,189120
539130,185700
536640,188700
537660,187550
536530,190810
536530,190810
536370,188740
538400,185730
539620,187610
538680,190070
536560,192510
538427,188664
536381,187008
537910,188300
537760,192240
538480,186670
539410,187090
539190,185810
537913,186120
537370,193160
536440,189570
539330,185790
537460,190930
537370,189700
538340,186060
539370,185820
537900,188060
537360,186930
537360,186930
536500,187290
538110,189320
538140,188330
538140,188330
536530,189580
537610,194870
537150,190920
537940,194570
539685,187631
538880,187130
539220,186320
536620,189790
538440,188240
537240,188990
538680,188850
535970,187510
539422,187133
537700,195730
537700,195730
537830,186890
539070,190620
538410,185420
536740,187420
536090,189460
538480,191870
536810,187450
537840,188090
538480,191640
538184,188459
536730,189710
536110,189460
536110,189460
539146,185637
537390,188960
539240,186240
538440,191490
538090,189290
538030,189550
539310,185640
539370,190510
536530,190810
538750,188830
539534,187674
536760,187420
537400,186350
539810,187820
536430,189850
538777,191427
536650,187990
537420,188600
539180,187370
539180,187370
538280,194450
537900,186830
536010,187440
537880,188270
538410,185620
537420,190960
538160,189060
537830,186910
537615,194900
538860,189710
536590,188360
536610,189680
536740,188880
538510,190970
537930,194580
538740,185570
538890,188710
539320,190260
536310,188860
536310,188860
538360,194680
538660,193580
539420,187180
538380,185940
538380,185940
537340,192770
537340,192770
537310,189000
538440,191450
538440,191450
538440,191450
536630,188100
538130,187550
539440,187410
535670,189370
539790,187940
536110,190730
536620,189360
535810,189400
538050,187740
538380,186370
538380,186370
538380,186370
539680,187630
537960,187010
539630,187590
536540,186870
539780,187780
537440,189790
539460,187390
536790,191530
536790,191530
536790,191530
538780,188800
538780,188800
539450,187330
539450,187330
537700,195410
537290,191110
537290,191110
538540,190500
536010,188490
539120,185710
537650,185960
537570,185950
537610,194890
539150,188550
539640,186030
539640,186030
539640,186030
539050,194560
538430,185570
537690,195490
537690,195490
537690,195490
537690,195490
539230,193960
539450,190450
538690,188860
539160,185490
539150,185450
537140,191330
538420,192060
538420,192060
538290,189960
539510,187340
538300,189970
538690,194620
537120,187900
537120,187900
536860,188900
537520,187570
537520,187570
538300,189960
536270,187120
538440,190710
537680,195500
539240,188490
538580,191730
538470,188700
536060,189090
538460,185520
539210,186220
536310,190770
539770,187890
539340,190360
537380,191850
536640,187370
537500,189770
537940,188320
536060,186980
538690,188850
535960,190800
539140,185650
538130,187560
539170,186120
536720,188950
537470,190970
538670,187650
538100,191580
537400,190050
536420,190790
538530,189310
537610,190920
536720,188950
538180,189930
538450,189400
538110,187800
537390,188760
537720,188190
537470,189770
536550,190630
537270,187750
536850,190420
537760,188090
540040,186220
536820,187740
537620,188250
537540,190490
538470,189510
538000,186680
538660,193580
537390,191020
537390,191020
539530,192640
536210,187090
536210,187090
535760,190600
537140,191220
537140,191220
537440,191030
538680,190090
538360,187980
537340,186960
535860,190040
535860,190040
535860,190040
536230,190130
536440,188920
538180,187340
537550,190610
536900,187520
536900,187520
537430,191020
538220,193740
535770,189400
538420,188660
537960,187020
538300,189970
538300,189970
538300,189970
538300,189970
537700,195440
538990,194740
537680,189330
536640,187370
537870,188080
539840,186160
539840,186160
537320,192350
538740,187720
537360,191950
539830,187770
539830,187770
536430,187240
536980,187560
536530,190680
539320,190430
536100,189460
538870,194460
537330,189010
537730,186850
539330,188460
538790,194040
536660,190820
539100,193620
537340,187790
536190,190450
536190,190450
539230,186090
538460,186710
538280,186230
538910,189003
536610,189240
536610,189240
539770,187920
538440,192010
537880,195550
538400,188650
539820,187930
539820,187930
539820,187930
537160,191240
537160,191240
537470,190970
537470,190970
537200,193970
538240,186260
537340,192770
538520,188120
538730,186060
538150,188430
538150,188430
536590,188370
538010,193090
538010,193090
539330,186640
537280,191130
537110,187360
539860,187880
537140,191220
539600,188220
537740,190910
537740,190910
535810,190250
536840,188350
538000,186690
536420,187230
536270,187130
538050,186530
537620,189750
538040,189830
537950,186970
536560,188470
536270,189490
537340,192810
538470,188700
536290,188850
537350,192870
537190,187210
537850,188220
537340,189010
537350,189810
539310,192830
538110,193420
537650,185930
538480,190420
537330,192770
537330,192770
538460,188590
537830,190940
538000,192870
537750,187740
537440,191020
537990,188350
538530,188110
538530,188110
537590,187910
537590,187910
538170,188450
538170,188450
538040,188380
538040,188380
538040,188380
538170,187530
538170,187530
538590,188140
537340,192810
536390,188610
536390,188610
536390,188610
539110,189280
536260,189490
538976,188692
538976,188692
539790,187930
536560,189530
536670,187390
539160,194640
539160,194640
539160,194640
538470,188700
539560,192610
537600,194750
538490,191680
539350,185820
537550,186210
537550,186210
536550,192410
536550,192410
536550,192410
537340,192780
536430,192070
539090,192630
539090,192630
538440,189640
537950,186940
536440,188600
536440,188600
536440,188600
537620,188250
537620,188250
539340,186030
538840,188850
538690,190090
537670,187990
539190,185670
537700,188020
538090,186590
539830,186160
539450,190470
539450,190470
539450,190470
539450,190470
538380,185940
538770,194830
538310,186130
537350,189010
537220,192890
537220,192890
538680,190090
537420,190530
538350,186270
537520,187870
538330,186860
538320,194440
535980,187490
537440,188530
536210,188920
537670,187990
537670,187990
538780,187240
537720,187940
537720,187940
537430,189780
537430,189780
537390,189220
537390,189220
537350,188900
539320,188470
539320,188470
537020,192740
537470,190920
537470,190920
538150,190970
538060,187950
538060,187950
537160,191230
539840,187930
538840,188850
537370,189810
536500,187280
536540,189650
536620,189320
536620,189320
536620,189320
536620,189320
536620,189320
536240,189070
537470,187840
536790,191810
538540,185490
536950,191370
537310,189010
537170,187700
539390,186850
536880,191470
536880,191470
538850,187620
538340,189800
539420,187090
538000,186660
537200,187710
537960,195560
537430,191020
537510,190810
537510,190810
537970,186100
538020,186630
538020,186630
538020,186630
537660,192780
536090,189450
538120,187800
535820,189410
537740,186850
536260,188290
539330,190410
539660,187610
539660,187610
539420,188420
539420,188420
536680,187390
536940,188390
536283,187105
538990,190170
536480,192300
539360,188450
538480,186680
538000,186680
538000,186680
537400,188680
537580,193460
537830,187830
537830,187830
538430,188670
538430,188670
536930,187580
538420,188660
537240,187730
539140,185630
536320,190770
536320,190770
538420,191350
538540,193010
537440,189780
537790,188150
539240,188500
537480,190970
537400,188660
538680,188850
539830,192060
538710,185690
537300,189170
538010,186640
538010,186640
539370,189080
537520,189760
537220,188980
537220,188980
537460,191350
538070,186140
538070,186140
539560,185980
537250,189620
538400,185700
536400,187210
536990,190590
538910,194480
537080,189810
536640,189200
539480,186390
539480,186390
535860,189810
537530,187870
538400,186270
537760,188090
537860,186580
537520,187570
538920,186490
535870,187470
539140,185640
539140,185640
537350,192760
537640,193580
538770,191310
537670,188220
536290,188790
537400,187800
537600,192760
537990,187970
535810,190690
537570,188370
537400,187800
539450,187350
537620,189760
537300,189220
538650,189110
538650,189110
536390,189900
537940,194560
538090,187280
538065,187086
536700,188980
538490,191870
537510,187570
537530,190400
537370,188930
536640,186790
536640,186790
538000,190940
538000,190940
536990,187540
538470,188700
537960,187010
539420,190420
537940,190930
538150,189070
538570,190070
538570,190070
537440,191000
538580,187540
539450,187350
537910,186120
537910,186120
538590,193270
538930,187550
538930,187550
538930,187550
538930,187550
539550,192620
539550,192620
538510,186470
538790,186630
538790,186630
539300,192830
537310,189010
538300,189960
538470,185460
536480,187280
538150,188430
539170,186110
535840,189410
535840,189410
536550,187310
536550,187310
536270,187120
536270,187120
537620,187650
538680,194360
538140,187810
537580,186800
538960,187200
537750,188090
538730,192120
538700,187890
538700,187890
537490,188460
537490,191010
539830,187930
536870,187510
537780,188160
536620,189900
536620,189900
537830,188190
536060,186970
537350,191080
535870,189980
535870,189980
536930,188420
537230,191150
537900,186260
538100,187290
538100,187290
538100,187290
537300,189270
536110,189460
537730,186850
537700,188030
537050,190870
535980,189620
536120,190730
537890,188280
537660,187310
537380,193470
536610,188210
537590,186770
537670,187990
537260,187740
538980,194740
536980,187560
536980,187560
538310,189980
537570,194520
536730,188890
536730,188890
536730,188890
539420,187180
536160,189470
537380,186930
537500,188440
536870,187610
539350,187610
538420,188660
539330,190400
539390,186850
539920,187820
537760,188180
536720,188960
539430,187750
537600,194810
537510,190980
537880,187430
536360,189530
537590,194900
539700,187470
535940,190040
539060,193930
539310,189080
539310,189080
538400,186260
538900,185600
536890,191470
537610,194880
538190,186370
537910,190930
537910,190930
537910,190930
537440,190940
537310,189180
537750,190920
537750,190920
537750,190920
536580,188370
537390,189220
538400,185630
537010,193680
537010,193680
538440,194420
539690,187640
536420,188600
536420,188600
537690,195280
537690,195280
537690,195280
536630,189250
537120,187660
536740,187420
537470,190920
536780,187800
538570,188770
538570,188770
539860,187770
536100,188730
539110,194320
538450,191990
539710,186070
537740,188080
537700,188200
537450,190920
536560,192470
537940,188030
537940,188030
537940,188030
536949,187566
536949,187566
537350,187460
537840,187580
539310,192820
539800,187930
539420,187110
538550,193010
537330,192770
537330,192770
537330,192770
539378,185848
539190,188390
538780,186620
539210,186260
536130,189000
537390,187800
535180,188310
539720,187900
539720,187900
539720,187900
539720,187900
539880,187840
539510,190870
539510,190870
539490,190830
540010,187880
538470,185460
539020,185590
539140,185640
538990,185620
547100,188420
540170,190300
544490,188140
543880,190050
542030,187920
543370,186040
543830,185840
544590,190160
543687,186191
543640,186970
544100,190030
542682,189010
540800,191650
543800,185920
543640,186470
543780,188390
543780,188390
542760,188680
542760,188680
543050,186410
543290,187150
540580,188230
541640,186510
545330,186650
540910,188960
541240,190260
539570,191000
539570,191000
541600,189300
541160,192680
541930,191530
541930,191530
546750,187020
544490,188910
543250,188440
540490,186140
540490,186140
541230,190360
544150,186480
544150,186480
542920,187380
542920,187380
545590,188670
544660,188700
544580,188030
543530,186700
545782,187214
542422,191716
545350,187260
540300,192650
544440,191270
541940,191530
546810,189460
543510,186260
541800,188340
546440,189170
543270,186180
540170,189800
544080,185110
543420,189580
542390,188170
545280,188410
543360,188400
543130,189350
542070,188350
544540,190400
544300,190690
540160,191850
544230,186930
544230,186930
540690,191430
541670,188400
541670,188400
543470,188290
544440,190260
544540,190420
544190,187730
543870,187370
542710,188960
544090,185090
544090,185090
544090,185090
544090,185090
544090,185090
544090,185090
540910,191820
546559,188560
546559,188560
542950,190080
542290,190110
542290,190110
542290,190110
540170,190810
541460,188980
541450,190220
544500,188140
544500,188140
540330,187720
541650,188340
546700,188966
543360,187030
540110,192080
543270,188340
543270,188340
544326,189972
544326,189972
539930,190420
541720,188240
541720,188240
543589,189724
540320,187760
544510,187600
542210,190530
544720,187220
544720,187220
541590,191080
541590,191080
541590,191080
541590,191080
541590,191080
541590,191080
541400,190840
541400,190840
541400,190840
541400,190840
540170,190250
544580,190180
546750,187030
540500,189360
543700,186120
540340,188830
540330,187590
544460,188580
544941,188303
547120,188490
542860,188422
545980,187390
540760,189830
543230,188430
543460,186230
545100,191550
544130,188200
543630,187010
543290,187310
543770,185700
541630,188630
543090,186380
543090,186380
544540,189390
541670,188380
540180,190130
541810,188170
543980,190040
543980,190040
539857,191554
539857,191554
547572,189116
547572,189116
546620,191490
544190,188210
540170,190250
543390,186300
540200,192500
541770,188390
546390,187430
546390,187430
546390,187430
543260,188400
539770,190400
539770,190400
539770,190400
539980,191770
544690,186510
544690,186510
544560,186050
543690,186150
543690,186150
543690,186150
547590,187930
547590,187930
543840,190300
542040,189930
543490,188550
541390,192230
544440,191270
545770,186820
540200,188670
544820,185890
540620,188240
541640,188320
543960,185480
541640,188320
540490,188490
544310,189970
545970,186890
544510,187300
540100,192070
543790,185950
541940,191530
545290,188060
545290,188060
543260,188390
540090,189300
544780,186840
544780,186840
543590,186410
546790,187570
546790,187570
543970,186480
544480,188120
544480,188120
544480,188120
545240,185900
543130,186870
544520,187300
545450,187060
546290,187400
541150,188460
541150,188460
545500,187870
546980,187640
546980,187640
546980,187640
545390,188670
546900,189040
545290,185920
545290,185920
547330,187750
544550,186510
544550,186510
544550,186510
544550,186510
547350,192290
540080,190650
545630,186770
544010,187520
544010,187520
544010,187520
544010,187520
542350,191460
546980,187640
542440,189370
547520,192100
541770,188230
541150,188460
541970,189930
541970,189930
542860,188410
542860,188410
542860,188410
542860,188410
541540,190520
543250,188440
544040,190380
541540,190520
541920,188320
547080,187680
540300,188040
540300,188040
541840,191070
541840,191070
544740,187230
547060,188690
541070,191800
542720,189010
539530,190400
539530,190400
539530,190400
539530,190400
539530,190400
539530,190400
541900,188060
541900,188060
545650,188710
544500,187760
541240,190270
546780,189170
546780,189170
544600,189990
544170,185980
543320,188410
546360,187430
541670,188940
541670,188940
541670,188940
542640,188960
540080,189210
540080,189210
541880,188320
544890,188330
541970,188050
544460,186390
544640,185990
543880,185690
546360,187140
547140,187700
542220,191650
539590,190440
543080,190090
544270,189850
545410,187120
545320,187770
545320,187770
541250,190290
546531,191258
546531,191258
546531,191258
546531,191258
546531,191258
546531,191258
542690,187140
543980,190040
543980,190040
541360,190230
543240,186170
543370,186000
548320,191100
548320,191100
541020,188410
542670,188990
543240,186720
543240,186720
542870,187760
542870,187760
544290,185770
546790,189890
546790,189890
546790,189890
540472,193251
548751,191154
548751,191154
548751,191154
539551,190412
539570,190990
540010,193790
540010,193790
545910,186880
545910,186880
545910,186880
543440,190070
544420,185970
545410,188520
543310,186210
543310,186210
545850,187100
540570,193400
540570,193400
540570,193400
541160,190250
544260,186640
545960,186900
544510,187670
546750,187000
542640,186900
546690,192660
548170,191400
545620,188560
545620,188560
544660,186510
544660,186510
541670,188380
541670,188380
546240,187370
543490,188660
541420,189050
541420,189050
545400,186700
543540,186030
544430,191310
547210,188380
544500,187780
544460,191200
544580,185960
543250,187400
544520,185620
546210,185800
546910,189160
546910,189160
542670,188990
543970,187890
543970,187890
540450,187090
544520,187390
544520,187390
547140,188550
542000,187960
546740,189000
541800,188360
543440,186210
547010,191760
540050,190800
540050,190800
540450,186980
545180,185610
541140,190330
540400,193020
545040,186950
545760,191810
542220,191870
544300,190690
544300,190690
542890,188320
544430,187040
546800,189150
544690,188030
544690,188030
544270,190750
544510,188120
546170,186700
546810,189180
546810,189180
546810,189180
545180,188380
545180,188380
544130,184940
547010,192610
547010,192610
543250,188420
543280,188240
543430,186820
540570,186870
546410,191300
543810,185920
540330,187590
542300,190210
542300,190210
543390,190080
543390,190080
546360,187220
547710,187910
545280,191620
540400,189110
540400,189110
540400,189110
540400,189110
540400,189110
546100,192340
540800,190470
540090,193600
545600,187150
545130,191340
545130,191340
548160,191400
543890,185400
545640,188440
542700,188970
545080,187070
544560,190390
542620,187750
542620,187750
547390,188140
547390,188140
544400,190560
541770,188390
544550,187160
540450,186930
546360,187420
543250,188410
540030,190850
542050,189880
542050,189880
540200,193210
540200,193210
540010,190920
542580,190100
545683,188749
546100,187630
546100,187630
544000,185380
542310,188360
539860,187980
539860,187980
541750,188400
543840,185830
540440,187090
545430,187870
546020,189010
544400,188150
546550,192250
546800,189240
546800,189240
546800,189240
541250,190390
543820,186270
540710,189790
541940,188490
541420,189040
541420,189040
543430,186880
543430,186880
543430,186880
541870,188100
545200,188380
545260,186630
544020,185320
544020,185320
541250,190390
547120,187910
543010,190300
543320,186190
541480,190180
540530,191480
540530,191480
543140,186330
540150,188430
540400,189130
540460,191510
543960,185480
546660,187080
541940,191540
541940,191540
541940,191540
541940,191540
546320,187600
544540,190420
544540,190420
542730,188880
541960,191550
541940,191530
542030,189890
545290,188430
545500,187870
542050,187870
543910,186400
544910,185770
546370,187410
544680,190450
544680,190450
544220,186320
544220,186320
541830,188330
544110,185010
542400,188380
542400,188380
540213,190527
540270,188750
542270,191660
542270,191660
543090,188080
546170,187620
541890,191500
541890,191500
540990,188380
540990,188380
540990,188380
540990,188380
541360,188370
546430,187030
546430,187030
546550,192250
544610,190420
544570,186510
542720,188980
544210,186580
544210,186580
544690,188030
544690,188030
540400,193030
541010,191280
541010,191280
543720,186210
546317,187024
544430,191340
543620,186280
543520,186060
543920,185610
543920,185610
546360,187870
543920,185610
544350,190030
544350,190030
545320,187780
542710,187180
542710,187180
541770,189330
540680,188090
542580,190100
544310,189980
544350,187570
543640,186430
544320,189970
546780,189160
543540,186280
543540,186280
540450,186920
542070,187860
545860,187240
543890,185680
541760,188390
544590,186760
544190,186530
546280,187390
545470,192110
545470,192110
544310,186970
544310,186970
547140,188550
547140,188550
542380,191680
541720,191220
543960,185510
540320,186780
545330,187880
544290,190700
545280,192280
545280,192280
547090,188370
540330,187720
546030,191920
541950,188330
545510,186740
541640,188510
545450,187110
542230,188010
542230,188010
543310,186170
544990,185590
544990,185590
543320,188410
540500,191410
543670,190600
543930,189970
543710,186100
541810,188290
546060,187800
543520,186070
543520,186070
540330,192550
544320,189970
544470,190660
544470,190660
546810,189170
546740,189010
544450,186410
544450,186410
542910,190090
542910,190090
546290,187400
546290,187400
544630,185280
544020,186770
544030,185310
543390,186290
541950,191530
542480,189370
541090,190670
547610,187860
546280,187390
544440,191460
543270,188410
542810,189700
544120,184970
540060,190730
540060,190730
547230,192420
547230,192420
543260,188370
544470,187100
546880,189160
543680,186200
541940,188320
541070,190300
541690,188490
541150,190260
546800,192610
546900,189160
546900,189160
542700,188970
544830,191440
544830,191440
544040,186421
542710,189000
543360,190690
545300,187180
545470,187090
546790,189110
545040,186950
547580,188090
544960,186510
544960,186510
543740,188490
542040,188340
543050,187290
544960,188320
539820,190430
546730,187540
541770,188230
541770,188230
539960,191040
544010,189020
545320,192200
543450,189600
543260,188400
543260,188400
540910,190400
540910,190400
540330,187720
542820,188890
543165,187923
539570,191000
544000,185740
544000,185740
540430,190540
543720,186200
543720,186200
543100,187260
543320,188410
547070,192080
540550,190070
545770,187210
544650,185830
544650,185830
544650,185830
546500,191360
546500,191360
543510,186270
543260,189070
543320,187080
542780,190420
542780,190420
544700,185680
546320,186760
541480,190960
541480,190960
540150,189620
546650,188880
544870,188260
541770,188390
543340,188460
547390,187460
545010,186930
545560,187140
542704,191785
542704,191785
543810,185920
548110,191490
543310,186160
543290,186210
543290,186210
544280,185690
544280,185690
546790,187570
540440,186910
541460,188340
543215,186270
546370,187320
541840,190030
544250,189800
542060,189910
543890,185690
543890,185690
541950,188320
543240,190730
540830,190460
540830,190460
546680,192210
542680,190100
542350,191460
541550,188760
543960,186050
544610,186270
545270,187580
540060,191950
540060,191950
545900,187260
546100,186940
541940,191540
543200,186240
541410,190850
544030,185940
543930,184850
545950,192020
540310,188796
545550,188970
545550,188970
546410,187580
544470,190560
541230,190270
544500,187720
544520,189940
546260,186150
546260,186150
547150,188550
547150,188550
547150,188550
543950,185530
543510,186760
543510,186760
541470,188340
540270,188750
546600,190870
546600,190870
541410,192260
541470,191750
541930,191540
541930,191540
541930,191540
543970,186540
546780,189100
546780,189100
543600,186380
541470,190440
541470,190440
545380,186690
542670,189000
543460,188290
543520,186760
539940,190430
539940,190430
543930,186330
543930,186330
544900,188290
540830,190460
544460,187070
543500,186270
539850,190390
539850,190390
539850,190390
539850,190390
541040,186830
545990,192470
544340,189090
544340,189090
544540,190410
546810,189180
544440,191280
543270,186170
543740,186040
540390,190120
540390,190120
540390,190120
541480,190450
541480,190450
541480,190450
541480,190450
541480,190450
539970,191760
539970,191760
540950,186820
544890,188300
543780,190560
544480,188870
546370,187320
544460,187070
544460,187070
544270,186650
543970,185470
543970,185470
542270,188530
543980,185440
540840,189870
540400,190210
546360,187020
540180,190200
545830,192030
544390,190400
543310,189500
543140,187890
545210,186610
543350,186260
541500,190470
544650,185830
546770,189170
546770,189170
541550,188330
543320,187620
541570,190550
543170,187950
543610,185300
543610,185300
542030,189890
544860,188260
546340,187210
543310,186150
540660,189720
543590,186290
543590,186290
543590,186290
544610,186270
544610,186270
542310,188360
546170,187620
546170,187620
540280,188750
540280,188750
540280,188750
540280,188750
540280,188750
540280,188750
546300,186430
540390,189030
543170,188590
547340,188180
547340,188180
541390,191160
543900,189950
544440,191300
544480,186730
540860,189300
543620,187010
543380,185940
543380,185940
543270,186180
543270,186180
543250,186170
543250,186170
543390,186070
546800,189190
543310,186160
541050,190000
541050,190000
541050,190000
541050,190000
542320,188380
541385,189650
541385,189650
540540,188410
555918,186206
556280,189000
556280,189000
550990,190170
553370,190530
550630,189750
550630,189750
550630,189750
550630,189750
550770,182920
550770,182920
550770,182920
555370,184350
551070,188370
552940,192430
552710,184740
551690,188530
551690,188530
551690,188530
549950,191010
553320,191960
551670,188500
551670,188500
551450,188140
553860,187460
553980,186350
555420,192100
555420,192100
552060,183780
552060,183780
551770,188570
552980,182560
552980,182560
552300,184570
551450,188140
551450,188140
556220,183550
556220,183550
556220,183550
551170,187860
553240,186740
553750,192060
550720,189510
553430,182240
552670,188470
556340,192130
553210,190310
554790,194180
550730,187370
551480,183210
552950,192420
550700,187390
550700,187390
550700,187390
554330,183300
549550,191010
552900,189190
551180,187900
557560,187670
557560,187670
557560,187670
554930,192050
550970,190730
550970,190730
550970,190730
550970,190730
552360,184390
552750,187410
551610,188480
550620,182920
550580,182330
551967,181408
553650,187220
550750,191590
549980,191150
551200,184010
551200,184010
549220,190950
556210,189050
552140,185820
550590,182760
554980,183010
554980,183010
554980,183010
554980,183010
555830,184400
553120,189240
558840,187080
554770,186060
553400,180680
553400,180680
553290,182950
553290,182950
553290,182950
550550,182950
550550,182950
554857,180212
552490,189790
552070,185130
552070,185130
552070,185130
555440,191800
555440,191800
555440,191800
555150,192550
552120,183260
550290,189400
550290,189400
550290,189400
550290,189400
552500,181300
550630,182930
549200,190940
551852,189434
549620,190020
553010,182550
553010,182550
554679,180609
554679,180609
554679,180609
554679,180609
558430,188330
554670,191190
555200,186740
550160,189260
553780,188420
554570,191390
551850,183540
550090,189180
552640,187390
551680,188520
551070,191810
557350,188280
554538,180929
551240,193140
551240,193140
550630,189750
550630,189750
554760,187210
556322,188994
553300,190190
556070,186760
553530,183050
550150,192050
550956,188637
551685,181530
550500,183360
552100,182590
552100,182590
550630,182930
550630,182930
553590,193060
556130,185130
553923,188057
549800,192220
553770,188400
550060,188400
550620,182920
550620,182920
549800,187070
552660,186940
553540,191630
553630,190780
553630,190780
554500,182970
554020,186510
554020,186510
554020,186510
550370,191760
550410,187290
550410,187290
554870,185050
554870,185050
554870,185050
556210,183500
550990,182840
553930,187910
551720,185360
550820,187880
550610,182890
550610,182890
550610,182890
550610,182890
552680,188460
550000,191390
550000,191390
552960,192360
551410,181620
550580,189610
554770,189460
551040,187980
551040,187980
556860,192320
550080,189200
550080,189200
553980,187270
556800,185120
551940,182580
554020,186780
554020,186780
553930,189600
550170,191260
550640,189750
553330,190920
554500,180260
554500,180260
553070,190160
554950,186890
556160,187180
554940,186860
554940,186860
556420,192170
556420,192170
551810,182590
550220,182440
551070,187450
557250,187130
551870,186481
551440,189120
552580,189840
556660,188980
557960,185020
551890,187430
550630,182930
557210,183960
557210,183960
549500,191000
552050,187410
552140,187490
551390,188390
559150,185520
554660,191190
558490,188250
558490,188250
553150,180860
553150,180860
558650,188010
554750,187040
549670,188220
550340,191300
550340,191300
550680,188440
556510,191190
556510,191190
556510,191190
556510,191190
556510,191190
557350,184890
555400,192130
553200,190870
552820,182400
554120,192060
553290,182950
553880,188170
550900,188560
550900,188560
550900,188560
556510,192730
550670,189550
556400,188900
552170,183980
550890,188550
554720,189760
559560,185050
551170,182770
553390,190560
553580,191280
554070,191310
556237,189193
552250,187420
550560,188420
553820,193300
553820,193300
553860,187470
550990,187430
550990,188620
552090,182120
553300,186890
552030,185860
553680,187220
553170,190320
557790,188540
557790,188540
557790,188540
554470,191280
552230,182240
550760,189900
549760,189710
549760,189710
553100,184840
553100,184840
552980,189270
552140,184650
552140,184650
552140,184650
551280,181280
551280,181280
553640,191060
553640,191060
554710,180250
554710,180250
553810,188570
553300,190210
553970,187630
553790,185480
554690,191200
554690,191200
552050,187180
551190,188050
551190,188050
550210,191270
550210,191270
550890,191680
553980,187230
550080,189200
551670,188510
552530,189820
552530,189820
558330,188460
555160,192350
554280,188250
554280,188250
552600,185080
553780,188400
553440,189360
553130,190070
553210,186660
550120,191260
554500,182300
553330,190940
550630,182930
550670,182310
553770,190430
553120,189250
550630,182930
550630,182930
550100,188390
552350,188420
552350,188420
554880,191290
551740,187450
556060,183420
552110,189640
552110,189640
550560,182970
550560,182970
551310,181730
550900,187700
549310,188280
550260,189040
550260,189040
551070,188400
551140,187950
552110,187400
551650,187830
550360,183030
550360,183030
550360,183030
550360,183030
553010,182460
553010,182460
553410,190950
553410,190950
556230,187380
554960,190250
558780,187590
558780,187590
557370,188800
551580,187470
550800,189390
550110,189150
554900,189360
553940,189400
558440,188310
558440,188310
551240,190430
556710,188100
550760,189440
550820,188850
550820,188850
553260,190410
551070,188400
551070,188400
552180,183990
551750,189350
553340,190540
554130,186040
549510,192200
551950,188660
555500,191790
556530,188540
556530,188540
556530,188540
551260,188610
552120,181350
554600,186950
553280,186820
553280,186820
553350,190840
550720,190720
550720,190720
551110,191680
557220,191160
556746,192431
555080,186820
556480,192780
556480,192780
552540,185880
551910,188190
552130,181350
550720,189850
552730,188470
552730,188470
553020,181960
552090,185120
550880,188830
554730,190850
554730,190850
554730,190850
554730,190850
554670,191180
552970,187350
552970,192300
552970,192300
551940,188190
553360,190490
553170,186430
554970,187300
554970,187300
551450,181650
556400,192890
556400,192890
556590,192260
556590,192260
554020,186950
550790,188470
550570,188900
550570,188900
553370,191980
555890,185840
550630,189750
551450,188300
551450,188300
551450,187800
551670,188520
551670,188520
551960,188170
553830,187300
550030,189260
551440,188400
554590,191140
551530,184240
554220,192420
551440,183890
551260,188460
551260,188460
556090,186820
552780,181150
551590,187550
551290,182740
552890,181900
552200,184010
552200,184010
552200,184010
550630,182930
549710,191060
549710,191060
553310,191950
554390,191770
557310,187950
557310,187950
557310,187950
557310,187950
552170,183980
550490,191350
552850,185260
552850,185260
552850,185260
555550,191680
552210,183130
556218,183537
554370,191800
549800,192220
552090,181360
550720,190870
553440,190540
554740,190780
550620,191440
